Name;type;ingredient;Item Quantity;Item Name;Serving Size Quantity;Serving Size Measure;Unit Measure;Unit Quantity;Volume Measure;Volume Quantity;Calories (kcal);Protein (g);Carbohydrate (Available) (g);Carbohydrates (g);Total Dietary Fiber (g);Dietary Fiber (2016) (g);Fat (g);Saturated Fat (g);Trans Fatty Acid (g);Cholesterol (mg);Sodium (mg);Calcium (mg);Copper (mg);Folate (mcg);Folate, DFE (mcg DFE);Folate, food (mcg);Iron (mg);Magnesium (mg);Manganese (mg);Omega 3 Fatty Acid (g);Omega 6 Fatty Acid (g);Phosphorus (mg);Potassium (mg);Selenium (mcg);Vitamin A - IU (IU);Vitamin A - RAE (mcg);Vitamin A - RE (mcg);Vitamin B1 - Thiamin (mg);Vitamin B12 (mcg);Vitamin B2 - Riboflavin (mg);Vitamin B3 - Niacin (mg);Vitamin B3 - Niacin Equiv (mg);Vitamin B6 (mg);Vitamin C (mg);Vitamin E - Alpha-Toco (mg);Vitamin E - Alpha-Toco Equiv (mg);Vitamin E - IU (IU);Vitamin E - mg (mg);Vitamin K (mcg);Zinc (mg)
Lemon Rosemary White Bean and Spinach Soup - Less Prep;dinner;salt, table;1/2;salt, table;6;Serving;;6;;;0;0;0;0;0;0;0;0;0;0;1162,74;0,72;0,0009;0;0;0;0,0099;0,03;0,003;0;0;0;0,24;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003
Lemon Rosemary White Bean and Spinach Soup - Less Prep;dinner;black pepper, ground;1/2;black pepper, ground;6;Serving;;6;;;2,8865;0,119485;0,444475;0,735425;0,29095;0,29095;0,03749;0,016008;0;0;0,23;5,0945;0,015295;0,1955;0,1955;0,1955;0,111665;1,9665;0,146659;0,001748;0,007981;1,817;15,2835;0,05635;6,2905;0,314525;0,62905;0,001242;0;0,00207;0,013144;0,024261;0,003346;0;0,01196;0,01196;0,01782;0,01196;1,88255;0,013685
Lemon Rosemary White Bean and Spinach Soup - Less Prep;dinner;parsley, fresh, chopped;6;parsley, fresh, chopped;6;Serving;;6;;;2,735999;0,22572;0,23028;0,48108;0,2508;0,2508;0,06004;0,010032;0;0;4,255998;10,487996;0,011324;11,551996;11,551996;11,551996;0,4712;3,799999;0,01216;0,000608;0,00874;4,407998;42,103984;0,0076;640,223758;32,011189;64,022377;0,006536;0;0,007448;0,099788;0,156788;0,00684;10,107996;0,057;0,057;0,08493;0,057;124,639953;0,08132
Lemony Avocado Toast and Arugula - Less Prep;breakfast;arugula, fresh;2;arugula, fresh;2;Serving;;2;;;10;1,032;0,82;1,46;0,64;0,64;0,264;0,0344;0;0;10,8;64;0,0304;38,8;38,8;38,8;0,584;18,8;0,1284;0,068;0,0528;20,8;147,6;0,12;949,2;47,46;94,92;0,0176;0;0,0344;0,122;0,122;0,0292;6;0,172;0,172;0,25628;0,172;43,44;0,188
Lemony Avocado Toast and Arugula - Less Prep;breakfast;lemon juice, fresh, yield per fruit;1;lemon juice, fresh, yield per fruit;2;Serving;;2;;;3,355;0,053375;1,0065;1,05225;0,04575;0,04575;0,0366;0,0061;0;0;0,1525;0,915;0,00244;3,05;3,05;3,05;0,0122;0,915;0,00183;0,001373;0,00183;1,22;15,7075;0,01525;0,915;0,04575;0,0915;0,00366;0;0,002288;0,013878;0,013878;0,007015;5,90175;0,022875;0,022875;0,034084;0,022875;0;0,007625
Lemony Avocado Toast and Arugula - Less Prep;breakfast;salt, table;1/4;salt, table;2;Serving;;2;;;0;0;0;0;0;0;0;0;0;0;581,37;0,36;0,00045;0;0;0;0,00495;0,015;0,0015;0;0;0;0,12;0,0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015
Lemony Avocado Toast and Arugula - Less Prep;breakfast;black pepper, ground;1/4;black pepper, ground;2;Serving;;2;;;1,44325;0,059742;0,222237;0,367712;0,145475;0,145475;0,018745;0,008004;0;0;0,115;2,54725;0,007647;0,09775;0,09775;0,09775;0,055832;0,98325;0,07333;0,000874;0,00399;0,9085;7,64175;0,028175;3,14525;0,157262;0,314525;0,000621;0;0,001035;0,006572;0,012131;0,001673;0;0,00598;0,00598;0,00891;0,00598;0,941275;0,006842
Lemony Avocado Toast and Arugula - Less Prep;breakfast;oil, olive;1;oil, olive;2;Serving;;2;;;119,34;0;0;0;0;0;13,5;1,86408;;0;0,27;0,135;0;0;0;0;0,0756;0;0;0,102735;1,31787;0;0,135;0;0;0;0;0;0;0;0;0;0;0;1,93725;1,93725;2,886502;1,93725;8,127;0
Lemony Avocado Toast and Arugula - Less Prep;breakfast;avocado, California, fresh;1;avocado, California, fresh;2;Serving;;2;;;227,12;2,6656;2,5024;11,7504;9,248;9,248;20,9576;2,89136;0;0;10,88;17,68;0,2312;121,04;121,04;121,04;0,8296;39,44;0,20264;0,17;2,27664;73,44;689,52;0,544;199,92;9,996;19,992;0,102;0;0,19448;2,60032;3,166991;0,39032;11,968;2,6792;2,6792;3,992008;2,6792;28,56;0,9248
Lemony Avocado Toast and Arugula - Less Prep;breakfast;lemon juice, fresh, yield per fruit;1;lemon juice, fresh, yield per fruit;2;Serving;;2;;;3,355;0,053375;1,0065;1,05225;0,04575;0,04575;0,0366;0,0061;0;0;0,1525;0,915;0,00244;3,05;3,05;3,05;0,0122;0,915;0,00183;0,001373;0,00183;1,22;15,7075;0,01525;0,915;0,04575;0,0915;0,00366;0;0,002288;0,013878;0,013878;0,007015;5,90175;0,022875;0,022875;0,034084;0,022875;0;0,007625
Lemony Avocado Toast and Arugula - Less Prep;breakfast;chili peppers, red, crushed flakes;1/4;chili peppers, red, crushed flakes;2;Serving;;2;;;1,431;0,054045;0,132435;0,254835;0,1224;0,1224;0,077715;0,01467;0;0;0,135;0,666;0,001678;0,477;0,477;0,477;0,0351;0,684;0,009;0,00297;0,034695;1,3185;9,063;0,0396;187,244995;9,36225;18,7245;0,001476;0;0,004135;0,039154;0,039154;0,011025;0,3438;0,134235;0,134235;0,20001;0,134235;0,36135;0,01116
Lemony Avocado Toast and Arugula - Less Prep;breakfast;oil, olive;2;oil, olive;2;Serving;;2;;;79,559971;0;0;0;0;0;8,999997;1,24272;;0;0,18;0,09;0;0;0;0;0,0504;0;0;0,06849;0,87858;0;0,09;0;0;0;0;0;0;0;0;0;0;0;1,2915;1,2915;1,924334;1,2915;5,417998;0
Lemony Avocado Toast and Arugula - Less Prep;breakfast;sunflower seeds;1;sunflower seeds;2;Serving;;2;;;15,52001;0,515467;0,401867;0,641867;0,24;0,24;1,328001;0,139173;;0;17,466678;1,866668;0,0488;6,320004;6,320004;6,320004;0,101333;3,440002;;0,00184;0,874187;30,80002;22,666681;2,114668;;0;;0,002827;0;0,00656;0,187787;0,187787;0,02144;0,037333;0,696;;;;0,072;0,141067
Lemony Avocado Toast and Arugula - Less Prep;breakfast;tomatoes, fresh, year round average, chopped;1/2;tomatoes, fresh, year round average, chopped;2;Serving;;2;;;16,2;0,792;2,421;3,501;1,08;1,08;0,18;0,0252;0;0;4,5;9;0,0531;13,5;13,5;13,5;0,243;9,9;0,1026;0,0027;0,072;21,6;213,3;0;749,7;37,485;74,97;0,0333;0;0,0171;0,5346;0,6246;0,072;12,33;0,486;0,486;0,72414;0,486;7,11;0,153
Lemony Avocado Toast and Arugula - Less Prep;breakfast;bread, whole grain, toasted;4;bread, whole grain, toasted;2;Serving;;2;;;368,28;17,8464;53,8032;62,5152;8,712;;5,148;1,06128;;0;653,4;236,28;0,32736;51,48;51,48;51,48;3,7092;110,88;;0,2046;2,12256;307,56;363;37,488;;0;;0,45408;0;0,24024;6,42576;6,42576;0,31284;0;0,7788;;;;11,352;2,5476
Lemony Avocado Toast and Arugula - Less Prep;breakfast;cantaloupe, fresh, cubes;1;cantaloupe, fresh, cubes;2;Serving;;2;;;54,4;1,344;11,714624;13,056;1,341376;1,341376;0,304;0,0816;0;0;25,6;14,4;0,0656;33,6;33,6;33,6;0,336;19,2;0,0656;0,0736;0,056;24;427,2;0,64;5411,2;270,560016;541,120016;0,0656;0;0,0304;1,1744;1,227728;0,1152;58,72;0,08;0,08;0,1192;0,08;4;0,288
Lemony Pesto Pasta with Edamame & Almonds;dinner;pasta, spaghetti, whole wheat, cooked, packed;1/2;pasta, spaghetti, whole wheat, cooked, packed;4;Serving;;4;;;337,926316;13,585091;59,352562;68,197613;8,845051;8,845051;3,878215;0,551115;0;0;9,071847;29,483504;0,510291;47,627199;47,627199;47,627199;3,900894;122,46994;2,995978;0,081647;1,220163;288,031155;217,724338;82,327015;9,071847;0,453592;0,907185;0,353802;0;0,224528;7,089649;10,000192;0,21092;0;0,521631;0,521631;0,777231;0,521631;1,360777;3,039069
Lemony Pesto Pasta with Edamame & Almonds;dinner;spinach, fresh, chopped;2;spinach, fresh, chopped;4;Serving;;4;;;13,8;1,716;0,858;2,178;1,32;1,32;0,234;0,0378;0;0;47,4;59,4;0,078;116,4;116,4;116,4;1,626;47,4;0,5382;0,0828;0,0156;29,4;334,8;0,6;5626,2;281,310006;562,620006;0,0468;0;0,1134;0,4344;0,8244;0,117;16,86;1,218;1,218;1,81482;1,218;289,739994;0,318
Lemony Pesto Pasta with Edamame & Almonds;dinner;edamame, cooked, shelled;2;edamame, cooked, shelled;4;Serving;;4;;;434;35,774;11,253;26,753;15,5;15,5;23,467;4,0951;;6,2;396,8;189,1;1,0354;886,6;886,6;886,6;6,82;192,2;;1,3671;7,4989;508,4;1308,2;2,48;;77,5;;0,5704;0;0,4681;2,7466;2,7466;0,3503;16,43;2,945;;;;87,42;4,123
Lemony Pesto Pasta with Edamame & Almonds;dinner;lemon juice, fresh, yield per fruit;2;lemon juice, fresh, yield per fruit;4;Serving;;4;;;21,12;0,336;6,336;6,624;0,288;0,288;0,2304;0,0384;0;0;0,96;5,76;0,01536;19,2;19,2;19,2;0,0768;5,76;0,01152;0,00864;0,01152;7,68;98,88;0,096;5,76;0,288;0,576;0,02304;0;0,0144;0,08736;0,08736;0,04416;37,152;0,144;0,144;0,21456;0,144;0;0,048
Lemony Pesto Pasta with Edamame & Almonds;dinner;almonds;1/2;almonds;4;Serving;;4;;;411,09;15,0165;6,4255;15,3005;8,875;8,875;35,4503;2,69942;;0;0,71;190,99;0,73201;31,24;31,24;31,24;2,6341;191,7;;0,00213;8,75004;341,51;520,43;2,911;;0;;0,14555;0;0,80798;2,56878;2,56878;0,09727;0;18,1973;;;;0;2,2152
Lemony Pesto Pasta with Edamame & Almonds;dinner;basil, fresh, chopped leaves;2;basil, fresh, chopped leaves;4;Serving;;4;;;19,503981;2,671197;0,890399;2,247198;1,356799;1,356799;0,542719;0,034768;0;0;3,391997;150,095854;0,32648;57,663944;57,663944;57,663944;2,688157;54,271947;0,973503;0,267968;0,061904;47,487954;250,159756;0,2544;4473,195635;223,659782;447,319563;0,028832;0;0,064448;0,764895;1,316095;0,13144;15,263985;0,678399;0,678399;1,010815;0,678399;351,750048;0,686879
Lemony Pesto Pasta with Edamame & Almonds;dinner;garlic cloves, fresh;1 1/2;garlic cloves, fresh;4;Serving;;4;;;6,705;0,2862;1,3932;1,4877;0,0945;0,0945;0,0225;0,004005;0;0;0,765;8,145;0,013455;0,135;0,135;0,135;0,0765;1,125;0,07524;0,0009;0,010305;6,885;18,045;0,639;0,405;0,02025;0,0405;0,009;0;0,00495;0,0315;0,081;0,055575;1,404;0,0036;0,0036;0,005364;0,0036;0,0765;0,0522
Lemony Pesto Pasta with Edamame & Almonds;dinner;walnuts, english, dried, halves;1/4;walnuts, english, dried, halves;4;Serving;;4;;;163,5;3,8075;1,7525;3,4275;1,675;1,675;16,3025;1,5315;0;0;0,5;24,5;0,3965;24,5;24,5;24,5;0,7275;39,5;0,8535;2,27;9,52325;86,5;110,25;1,225;5;0,25;0,5;0,08525;0;0,0375;0,28125;0,965545;0,13425;0,325;0,175;0,175;0,26075;0,175;0,675;0,7725
Lemony Pesto Pasta with Edamame & Almonds;dinner;cheese, parmesan, shredded;1/4;cheese, parmesan, shredded;4;Serving;;4;;;82,999916;7,571992;0,681999;0,681999;0;0;5,467994;3,473996;;14,399985;339,199657;250,599746;0,0074;1,599998;1,599998;1,599998;0,174;10,19999;0,0046;0,069;0,058;146,999851;19,39998;4,779995;172,999825;45,799954;46,999952;0,0082;0,28;0,0704;0,0574;1,613022;0,021;0;0,05;0,05;0,0745;0,05;0,38;0,637999
Lemony Pesto Pasta with Edamame & Almonds;dinner;lemon juice, fresh, yield per fruit;1/2;lemon juice, fresh, yield per fruit;4;Serving;;4;;;5,28;0,084;1,584;1,656;0,072;0,072;0,0576;0,0096;0;0;0,24;1,44;0,00384;4,8;4,8;4,8;0,0192;1,44;0,00288;0,00216;0,00288;1,92;24,72;0,024;1,44;0,072;0,144;0,00576;0;0,0036;0,02184;0,02184;0,01104;9,288;0,036;0,036;0,05364;0,036;0;0,012
Lemony Pesto Pasta with Edamame & Almonds;dinner;chili peppers, red, crushed flakes;1/4;chili peppers, red, crushed flakes;4;Serving;;4;;;1,431;0,054045;0,132435;0,254835;0,1224;0,1224;0,077715;0,01467;0;0;0,135;0,666;0,001678;0,477;0,477;0,477;0,0351;0,684;0,009;0,00297;0,034695;1,3185;9,063;0,0396;187,244995;9,36225;18,7245;0,001476;0;0,004135;0,039154;0,039154;0,011025;0,3438;0,134235;0,134235;0,20001;0,134235;0,36135;0,01116
Lemony Pesto Pasta with Edamame & Almonds;dinner;oil, olive;2;oil, olive;4;Serving;;4;;;238,68;0;0;0;0;0;27;3,72816;;0;0,54;0,27;0;0;0;0;0,1512;0;0;0,20547;2,63574;0;0,27;0;0;0;0;0;0;0;0;0;0;0;3,8745;3,8745;5,773005;3,8745;16,254;0
Lemony Pesto Pasta with Edamame & Almonds;dinner;black pepper, ground;1/4;black pepper, ground;4;Serving;;4;;;1,44325;0,059742;0,222237;0,367712;0,145475;0,145475;0,018745;0,008004;0;0;0,115;2,54725;0,007647;0,09775;0,09775;0,09775;0,055832;0,98325;0,07333;0,000874;0,00399;0,9085;7,64175;0,028175;3,14525;0,157262;0,314525;0,000621;0;0,001035;0,006572;0,012131;0,001673;0;0,00598;0,00598;0,00891;0,00598;0,941275;0,006842
Lemony Pesto Pasta with Edamame & Almonds;dinner;salt, table;1/6;salt, table;4;Serving;;4;;;0;0;0;0;0;0;0;0;0;0;387,58;0,24;0,0003;0;0;0;0,0033;0,01;0,001;0;0;0;0,08;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;pasta, spaghetti, whole wheat, cooked, packed;1/2;pasta, spaghetti, whole wheat, cooked, packed;4;Serving;;4;;;337,926316;13,585091;59,352562;68,197613;8,845051;8,845051;3,878215;0,551115;0;0;9,071847;29,483504;0,510291;47,627199;47,627199;47,627199;3,900894;122,46994;2,995978;0,081647;1,220163;288,031155;217,724338;82,327015;9,071847;0,453592;0,907185;0,353802;0;0,224528;7,089649;10,000192;0,21092;0;0,521631;0,521631;0,777231;0,521631;1,360777;3,039069
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;spinach, fresh, chopped;2;spinach, fresh, chopped;4;Serving;;4;;;13,8;1,716;0,858;2,178;1,32;1,32;0,234;0,0378;0;0;47,4;59,4;0,078;116,4;116,4;116,4;1,626;47,4;0,5382;0,0828;0,0156;29,4;334,8;0,6;5626,2;281,310006;562,620006;0,0468;0;0,1134;0,4344;0,8244;0,117;16,86;1,218;1,218;1,81482;1,218;289,739994;0,318
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;edamame, cooked, shelled;2;edamame, cooked, shelled;4;Serving;;4;;;434;35,774;11,253;26,753;15,5;15,5;23,467;4,0951;;6,2;396,8;189,1;1,0354;886,6;886,6;886,6;6,82;192,2;;1,3671;7,4989;508,4;1308,2;2,48;;77,5;;0,5704;0;0,4681;2,7466;2,7466;0,3503;16,43;2,945;;;;87,42;4,123
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;lemon juice, fresh, yield per fruit;2;lemon juice, fresh, yield per fruit;4;Serving;;4;;;21,12;0,336;6,336;6,624;0,288;0,288;0,2304;0,0384;0;0;0,96;5,76;0,01536;19,2;19,2;19,2;0,0768;5,76;0,01152;0,00864;0,01152;7,68;98,88;0,096;5,76;0,288;0,576;0,02304;0;0,0144;0,08736;0,08736;0,04416;37,152;0,144;0,144;0,21456;0,144;0;0,048
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;almonds;1/2;almonds;4;Serving;;4;;;411,09;15,0165;6,4255;15,3005;8,875;8,875;35,4503;2,69942;;0;0,71;190,99;0,73201;31,24;31,24;31,24;2,6341;191,7;;0,00213;8,75004;341,51;520,43;2,911;;0;;0,14555;0;0,80798;2,56878;2,56878;0,09727;0;18,1973;;;;0;2,2152
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;basil, fresh, chopped leaves;2;basil, fresh, chopped leaves;4;Serving;;4;;;19,503981;2,671197;0,890399;2,247198;1,356799;1,356799;0,542719;0,034768;0;0;3,391997;150,095854;0,32648;57,663944;57,663944;57,663944;2,688157;54,271947;0,973503;0,267968;0,061904;47,487954;250,159756;0,2544;4473,195635;223,659782;447,319563;0,028832;0;0,064448;0,764895;1,316095;0,13144;15,263985;0,678399;0,678399;1,010815;0,678399;351,750048;0,686879
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;garlic cloves, fresh;1 1/2;garlic cloves, fresh;4;Serving;;4;;;6,705;0,2862;1,3932;1,4877;0,0945;0,0945;0,0225;0,004005;0;0;0,765;8,145;0,013455;0,135;0,135;0,135;0,0765;1,125;0,07524;0,0009;0,010305;6,885;18,045;0,639;0,405;0,02025;0,0405;0,009;0;0,00495;0,0315;0,081;0,055575;1,404;0,0036;0,0036;0,005364;0,0036;0,0765;0,0522
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;walnuts, english, dried, halves;1/4;walnuts, english, dried, halves;4;Serving;;4;;;163,5;3,8075;1,7525;3,4275;1,675;1,675;16,3025;1,5315;0;0;0,5;24,5;0,3965;24,5;24,5;24,5;0,7275;39,5;0,8535;2,27;9,52325;86,5;110,25;1,225;5;0,25;0,5;0,08525;0;0,0375;0,28125;0,965545;0,13425;0,325;0,175;0,175;0,26075;0,175;0,675;0,7725
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;cheese, parmesan, shredded;1/4;cheese, parmesan, shredded;4;Serving;;4;;;82,999916;7,571992;0,681999;0,681999;0;0;5,467994;3,473996;;14,399985;339,199657;250,599746;0,0074;1,599998;1,599998;1,599998;0,174;10,19999;0,0046;0,069;0,058;146,999851;19,39998;4,779995;172,999825;45,799954;46,999952;0,0082;0,28;0,0704;0,0574;1,613022;0,021;0;0,05;0,05;0,0745;0,05;0,38;0,637999
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;lemon juice, fresh, yield per fruit;1/2;lemon juice, fresh, yield per fruit;4;Serving;;4;;;5,28;0,084;1,584;1,656;0,072;0,072;0,0576;0,0096;0;0;0,24;1,44;0,00384;4,8;4,8;4,8;0,0192;1,44;0,00288;0,00216;0,00288;1,92;24,72;0,024;1,44;0,072;0,144;0,00576;0;0,0036;0,02184;0,02184;0,01104;9,288;0,036;0,036;0,05364;0,036;0;0,012
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;chili peppers, red, crushed flakes;1/4;chili peppers, red, crushed flakes;4;Serving;;4;;;1,431;0,054045;0,132435;0,254835;0,1224;0,1224;0,077715;0,01467;0;0;0,135;0,666;0,001678;0,477;0,477;0,477;0,0351;0,684;0,009;0,00297;0,034695;1,3185;9,063;0,0396;187,244995;9,36225;18,7245;0,001476;0;0,004135;0,039154;0,039154;0,011025;0,3438;0,134235;0,134235;0,20001;0,134235;0,36135;0,01116
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;oil, olive;2;oil, olive;4;Serving;;4;;;238,68;0;0;0;0;0;27;3,72816;;0;0,54;0,27;0;0;0;0;0,1512;0;0;0,20547;2,63574;0;0,27;0;0;0;0;0;0;0;0;0;0;0;3,8745;3,8745;5,773005;3,8745;16,254;0
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;black pepper, ground;1/4;black pepper, ground;4;Serving;;4;;;1,44325;0,059742;0,222237;0,367712;0,145475;0,145475;0,018745;0,008004;0;0;0,115;2,54725;0,007647;0,09775;0,09775;0,09775;0,055832;0,98325;0,07333;0,000874;0,00399;0,9085;7,64175;0,028175;3,14525;0,157262;0,314525;0,000621;0;0,001035;0,006572;0,012131;0,001673;0;0,00598;0,00598;0,00891;0,00598;0,941275;0,006842
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;salt, table;1/6;salt, table;4;Serving;;4;;;0;0;0;0;0;0;0;0;0;0;387,58;0,24;0,0003;0;0;0;0,0033;0,01;0,001;0;0;0;0,08;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001
Lemony Pesto Pasta with Edamame & Almonds CW4 Sat Dinner;dinner;Cucumber Mango Salad CW4 Saturday Dinner;4;Cucumber Mango Salad CW4 Saturday Dinner;4;Serving;;4;;;241,1905;4,33482;54,231248;60,76016;6,528912;6,528912;1,600575;0,397246;0;0;401,441;80,2765;0,472471;162,649;162,649;162,649;1,250005;65,04;0,255242;0,192913;0,160501;103,4025;918,2305;2,67455;3919,6325;206,031625;391,96325;0,160047;0;0,204479;2,530217;3,277119;0,504952;139,7688;3,282535;3,222235;4,80113;3,222235;58,44155;0,766825
Lentil Soup with Beef and Red Pepper;dinner;"beef filet, top sirloin, grilled, choice, lean, 0"" trim, URMIS 2138 (Meas Raw Boneless)";1;"beef filet, top sirloin, grilled, choice, lean, 0"" trim, URMIS 2138 (Meas Raw Boneless)";6;Serving;;6;;;569,839023;99,721829;0;0;0;0;19,092882;6,477825;0,943182;265,26989;193,221278;19,649621;0,347143;22,924558;22,924558;22,924558;9,464568;91,698234;;0,050893;0,505847;835,108912;1293,60008;112,985323;16,374685;3,274937;3,274937;0,232521;12,44476;0,664812;20,137587;39,00761;1,997712;0;;;;;5,239899;24,267283
Lentil Soup with Beef and Red Pepper;dinner;lentils, french green, dry;1;lentils, french green, dry;6;Serving;;6;;;480;36;60;76;16;16;0;0;0;0;0;80;;;;;10,8;;;0;0;;;;0;0;0;;;;;;;9,6;;;;;;
Lentil Soup with Beef and Red Pepper;dinner;water, tap;1;water, tap;6;Serving;;6;;;0;0;0;0;0;0;0;0;0;0;9,472;7,104;0,02368;0;0;0;0;2,368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02368
Lentil Soup with Beef and Red Pepper;dinner;pepper, sweet, red, fresh, chopped;0.75;pepper, sweet, red, fresh, chopped;6;Serving;;6;;;29,055;1,106325;4,49235;6,738525;2,246175;2,246175;0,33525;0,065933;;0;4,47;7,8225;0,018998;51,405;51,405;51,405;0,480525;13,41;;0,06258;0,11175;29,055;235,7925;0,11175;;175,4475;;0,060345;0;0,094988;1,094032;1,094032;0,325192;142,70475;1,76565;;;;5,47575;0,279375
Lentil Soup with Beef and Red Pepper;dinner;onion, white, fresh, chopped;0.5;onion, white, fresh, chopped;6;Serving;;6;;;32;0,88;6,112;7,472;1,36;1,36;0,08;0,0336;0;0;3,2;18,4;0,0312;15,2;15,2;15,2;0,168;8;0,1032;0,0032;0,0104;23,2;116,8;0,4;1,6;0,08;0,16;0,0368;0;0,0216;0,0928;0,279464;0,096;5,92;0,016;0,016;0,02384;0,016;0,32;0,136
Lentil Soup with Beef and Red Pepper;dinner;carrots, fresh, chopped;0.5;carrots, fresh, chopped;6;Serving;;6;;;26,24;0,5952;4,3392;6,1312;1,792;1,792;0,1536;0,02368;0;0;44,16;21,12;0,0288;12,16;12,16;12,16;0,192;7,68;0,09152;0,00128;0,0736;22,4;204,8;0,064;10691,84;534,591994;1069,184;0,04224;0;0,03712;0,62912;0,698573;0,08832;3,776;0,4224;0,4224;0,629376;0,4224;8,448;0,1536
Lentil Soup with Beef and Red Pepper;dinner;"celery stalk, fresh, medium, 7 1/2"" to 8""";1;"celery stalk, fresh, medium, 7 1/2"" to 8""";6;Serving;;6;;;6,4;0,276;0,548;1,188;0,64;0,64;0,068;0,0168;0;0;32;16;0,014;14,4;14,4;14,4;0,08;4,4;0,0412;0;0,0316;9,6;104;0,16;179,6;8,98;17,96;0,0084;0;0,0228;0,128;0,188;0,0296;1,24;0,108;0,108;0,16092;0,108;11,72;0,052
Lentil Soup with Beef and Red Pepper;dinner;garlic cloves, fresh;2;garlic cloves, fresh;6;Serving;;6;;;8,94;0,3816;1,8576;1,9836;0,126;0,126;0,03;0,00534;0;0;1,02;10,86;0,01794;0,18;0,18;0,18;0,102;1,5;0,10032;0,0012;0,01374;9,18;24,06;0,852;0,54;0,027;0,054;0,012;0;0,0066;0,042;0,108;0,0741;1,872;0,0048;0,0048;0,007152;0,0048;0,102;0,0696
Lentil Soup with Beef and Red Pepper;dinner;cumin seeds, ground;1;cumin seeds, ground;6;Serving;;6;;;7,12;0,304;0,064;0,64;0,576;0,576;0,3712;;0;;3,168;13,28;;;;;0,5472;;;;;;;;7,2;0,36;0,72;;0;;;;;0,032;;;;;;
Lentil Soup with Beef and Red Pepper;dinner;cayenne chili pepper, dried, ground;0.25;cayenne chili pepper, dried, ground;6;Serving;;6;;;1,431;0,054045;0,132435;0,254835;0,1224;0,1224;0,077715;0,01467;0;0;0,135;0,666;0,001678;0,477;0,477;0,477;0,0351;0,684;0,009;0,00297;0,034695;1,3185;9,063;0,0396;187,244995;9,36225;18,7245;0,001476;0;0,004135;0,039154;0,039154;0,011025;0,3438;0,134235;0,134235;0,20001;0,134235;0,36135;0,01116
Lentil Soup with Beef and Red Pepper;dinner;parsley, fresh, chopped;0.33;parsley, fresh, chopped;6;Serving;;6;;;7,223033;0,5959;0,607939;1,27005;0,662111;0,662111;0,158505;0,026484;0;0;11,235828;27,688292;0,029895;30,497249;30,497249;30,497249;1,243967;10,03199;0,032102;0,001605;0,023074;11,637108;111,154446;0,020064;1690,189629;84,509483;169,018967;0,017255;0;0,019663;0,26344;0,41392;0,018058;26,685093;0,15048;0,15048;0,224215;0,15048;329,049263;0,214685
Lentil Soup with Beef and Red Pepper;dinner;broth, beef, reduced sodium;4;broth, beef, reduced sodium;6;Serving;;6;;;52,56;9,9864;1,752;1,752;0;0;0,6132;0,352765;0,02628;0;1971;26,28;0,07884;17,52;17,52;17,52;0,3504;8,76;0,0438;0;0,03504;78,84;175,2;0;0;0;;0,14016;0;0,63948;3,5916;3,5916;0,657;0;0;0;0;0;0;2,1024
Lentil Sweet Potato Soup;dinner;spinach, fresh, chopped;4;spinach, fresh, chopped;4;Serving;;4;;;27,6;3,432;1,716;4,356;2,64;2,64;0,468;0,0756;0;0;94,8;118,8;0,156;232,8;232,8;232,8;3,252;94,8;1,0764;0,1656;0,0312;58,8;669,6;1,2;11252,4;562,620012;1125,240012;0,0936;0;0,2268;0,8688;1,6488;0,234;33,72;2,436;2,436;3,62964;2,436;579,479988;0,636
Lentil Sweet Potato Soup;dinner;sweet potatoes, fresh;2;sweet potatoes, fresh;4;Serving;;4;;;228,76;4,1762;45,5392;53,5192;7,98;7,98;0,133;0,04788;0;0;146,3;79,8;0,40166;29,26;29,26;29,26;1,6226;66,5;0,68628;0,00266;0,03458;125,02;896,42;1,596;37737,42;1886,870947;3773,742;0,20748;0;0,16226;1,48162;2,855962;0,55594;6,384;0,6916;0,6916;1,030484;0,6916;4,788;0,798
